axis1,0DH dehydrogenase ubiquinone 1 alpha subcomplex,0DH dehydrogenase ubiquinone 1 beta subcomplex,1-hydroxy-2-unsubstituted benzenoids,70-9 (f),Acetoin utilization transport system,Actinoplanes (g),Agaricomycetes ( cs),Allovahlkampfia ( g),Alteraurantiacibacter (g),Animalia ( k),Anisoles,Archangium (g),Aspergillus ( g),Cationic peptide transport system,Cercomonadidae ( g),Chrysophyceae ( cs),D0 polymerase alpha / primase complex,Diarylheptanoids,Dicarboxylic acids and derivatives,Dinophyceae ( cs),Dipeptides,F420 biosynthesis,Fatty acid esters,Fatty acids and conjugates,Flamella ( g),Flavobacterium (g),Fungi ( k),GMQP-bins7 (g),Glycosphingolipids,Hydroxy acids and derivatives,JACDBZ01 (g),Knoellia (g),Korotnevella ( g),Lentzea (g),Lineolic acids and derivatives,Long-chain fatty acids,Monocystis ( g),Monosiga ( g),Multidrug/hemolysin transport system,Nocardioides (g),Oligogalacturonide transport system,PTS system N-acetylgalactosamine-specific II component,PTS system fructoselysine/glucoselysine-specific II component,PTS system galactitol-specific II component,PTS system sucrose-specific II component,Peptides,Polyethylene glycols,Pseudonocardia (g),Pucciniomycotina ( ps),Putative lysine transport system,R0 polymerase I eukaryotes,R0 polymerase II eukaryotes,Rhogostoma ( g),Salpingoeca ( g),Secondary alcohols,Sphingomicrobium (g),Steroids and steroid derivatives,Subtype III-U factors,TMAO,Triacylglycerols,Tubulinea ( g),Tylenchida ( g),Uncharacterized ABC transport system,Vitamin B12 transport system,uncultured ( g)
Pucciniomycotina ( ps),0.1434114393057302,0.7005831950055101,-0.09317215221191036,0.11210032481763484,0.7234965376575483,-0.11252966780468457,-0.3194257724337306,0.8973561841309458,-0.1801424281574211,0.430288514232082,0.6122251681613249,-0.1834212177367723,-0.3785094423628591,0.07918426073193609,-0.75553487563418,-0.329714652249394,-0.3554199179944489,-0.3380297636628105,-0.890470385574175,-0.6352711373174966,-0.023571977987768663,0.3812581442452723,0.7586286013266542,-0.9781403077452109,0.9653147684593291,0.4381513383644151,-0.507987010997913,-0.09731540976505881,-0.8052902984777439,-0.850276057429497,-0.16182721042060222,-0.3197598327648158,-0.468657712237497,-0.32313848075331875,-0.3440753895835082,-0.650636173191162,0.5144450822625714,0.68222508818015,-0.4385498928946192,-0.5151385296647483,0.27968282184342497,0.65631628604221,0.6323059722158398,0.1616622349164748,0.7378593387764241,-0.7302829111365534,-0.7354447735770122,-0.056241743632854155,1.0,0.790199321586776,-0.49433564924430307,0.14543132139601303,0.7979289386949081,-0.883995226910085,-0.5105388725301321,-0.22496968321021651,-0.48300973635866856,-0.11299867699770821,0.53411933070007,-0.7227212983971385,0.2730757049994004,-0.08555196062621823,0.7158066844667981,0.5348437251442275,-0.47552135675803
Putative lysine transport system,0.5211544256715185,0.9522706220132197,0.046800004516018845,0.36566980401765453,0.9791875936871408,0.41010596447183184,-0.19682831530295483,0.9007911627728182,0.21586082806697812,0.38150980162832526,0.5268292857237323,0.23729680673396966,-0.175031392017021,0.5182313909804184,-0.5444697614358873,0.09360960342919449,0.033239811795094866,-0.5543132242700824,-0.9015640607269595,-0.3059623026425246,-0.5358237136309991,0.8332646200358851,0.3285116403211191,-0.8380188915074669,0.8904199592248097,0.8035407921578588,-0.3976757994344309,0.3595514024740673,-0.998369379822234,-0.8578691769451958,0.21169224365804473,0.14433927986978223,-0.3097928505093218,0.22120693392436971,-0.3707096823506464,-0.5601406984329379,0.709381211338815,0.8291433134319441,-0.051543916906256364,0.04948198818290369,0.6925162531784016,0.728891930507539,0.9124721442306754,0.6399054680324184,0.9446843051392657,-0.7401646177525041,-0.7431216373333244,0.483946430951172,0.7901993215867759,0.9999999999999999,-0.15738599415302265,0.21522428968386254,0.7391030232964101,-0.6377070235114385,-0.6701285721545188,0.13746606954724339,-0.7494745032768692,0.013967936316073288,0.860695243234677,-0.7479446083304682,0.3065637862837144,0.33052763299743104,0.8659419497333977,0.5862477288631677,0.1623184422250964
R0 polymerase I eukaryotes,0.7504425922724579,0.13044015865252848,-0.4930654208266386,0.034291435730460645,-0.23966341958474835,0.34732176820894234,0.9169601332369126,-0.5216454542609292,0.4147439068685791,0.2513515310464975,-0.8909410570764855,0.5871073044091571,0.4271890438393108,0.665769213524229,0.9055868481619378,0.2634280930009224,0.9659129911524589,-0.5353168868792394,0.5596497626841885,0.9168952111431811,-0.6828288725745344,0.39037338589014237,-0.36144807027851145,0.5803648266132088,-0.5197795252280034,-0.01041383721105113,0.9236899030181395,0.23150306688946348,0.1376352029615615,0.1237945880261439,0.5270646379350385,0.5056364944072506,0.8488177442323447,0.4248530706544708,0.23954590758959918,0.43608435490265035,-0.49969465237632377,-0.5901552061902245,0.9906453630773409,0.5864145365854024,0.2539608258690268,0.1295554687547605,0.0013968049944017142,0.6307477830548014,0.04557435938341875,0.7513828608123132,0.7482296817377766,0.19636096467098219,-0.49433564924430307,-0.1573859941530226,1.0,0.6237343983408483,-0.7511271197605246,0.8311086378386753,0.25048130177539824,0.4097243601233264,0.2703633859196842,0.8093502023646569,-0.26415668672392373,0.7374354721619331,0.08370804860922715,0.41004403908364506,-0.3528172967801912,0.3135365116418263,0.5266546535959988
R0 polymerase II eukaryotes,0.6694675830448041,0.4476373765224912,-0.3030935078587577,0.4377241009597157,0.11086814466267213,-0.1716616811910065,0.6251219574967942,-0.12185192473192083,-0.2473959497895377,0.9107779111693638,-0.5204578969809652,-0.027535760388875473,-0.33043604085021944,0.360647626607256,0.3591768496062063,0.3198553706100569,0.7451214284049064,-0.41642091400866726,0.11310479025659892,0.6432494480449849,-0.6607363375237792,0.4576356085906552,-0.0007547382663590339,0.0008385673032076157,0.036097508156842276,0.30390078467767895,0.5786151171232914,0.384417888947439,-0.2624739017408052,-0.5579497542428269,-0.10019999570759401,-0.2048681077843858,0.2936413375589264,-0.24402883334374442,-0.4351716496418815,-0.2970345180732087,-0.06096658352350367,-0.23983440997971933,0.5899016374897721,-0.13086780752749283,0.5740435866639404,0.7746737174406771,0.4660068466582863,0.6499898590712048,0.5190835185845981,0.35462702786197703,0.3862067708406671,-0.2826297661055776,0.14543132139601303,0.2152242896838625,0.6237343983408483,0.9999999999999999,-0.18957680029450702,0.2417725755120645,0.4109066402872583,-0.28600007427785834,-0.19447399241646068,0.9570324831326074,0.06678733593902868,0.3454761303177179,0.15558776860770693,0.6207384925088942,0.2296191157649553,0.8984046301856602,0.03429146109349074
Rhogostoma ( g),-0.17968229860600707,0.5157097429615396,0.49883764817220705,0.3808347497472323,0.802005408072204,-0.028900605542341237,-0.7755649850002829,0.8729932682030295,-0.2627932370774288,0.18723243800292158,0.933970359974234,-0.3480241434299145,-0.5493816318526197,-0.17286314019824656,-0.9568640129025294,0.06364297160123944,-0.5719530752019151,0.10115458596910397,-0.9203172821711901,-0.7186554799167985,0.04384881352034158,0.28636100551388294,0.31983318612357864,-0.8881494790712149,0.887473100879912,0.6066009920598714,-0.8851427805387053,0.24212840424994392,-0.7266629183637203,-0.6766258692093171,-0.34173559962324357,-0.3419365563610285,-0.8497623901699208,-0.20274721809889032,-0.5699663700063554,-0.7522552539116405,0.8819091534329062,0.9404665678034133,-0.6881552200771308,-0.3936992039943564,0.3988098219372246,0.4623423975655784,0.6565330865466822,0.03384833381660592,0.6079668706693973,-0.9731829353833062,-0.958765955827318,0.12963786192460988,0.797928938694908,0.7391030232964101,-0.7511271197605246,-0.18957680029450702,1.0,-0.9406999557511125,-0.46052190895337913,-0.31779730252851446,-0.7775058724160054,-0.45671721687464334,0.7972375545019128,-0.9716940086601903,0.10412544135395418,0.10623109358074252,0.8713559812703113,0.2440843200263573,-0.19294802504032907
Salpingoeca ( g),0.27327053465672196,-0.42112030171986464,-0.27272528238437266,-0.12485823335109143,-0.65429551696774,0.18374547647259293,0.7190140033106086,-0.872027180049985,0.2996100833156288,-0.13791294819808803,-0.8939240442450486,0.3945773731919678,0.4747270278013688,0.26092771825646943,0.9710758943930057,0.2583884884781821,0.7072870642553868,-0.06663574072040283,0.8942144660131969,0.8643975564316222,-0.27381992293718466,-0.1060390726305743,-0.5965632359361427,0.9332610715614201,-0.9031243911301299,-0.3690277852100886,0.842969662342143,0.08612360056076436,0.6330683799935374,0.626177028422201,0.35735822099572917,0.42516090758642355,0.7755342658488272,0.36010014796743245,0.3902781229708992,0.6688078817178781,-0.6707556921307382,-0.81044133371526,0.7820117061438948,0.5693577588614503,-0.1287608493900386,-0.3724519829608735,-0.46913909769268236,0.16478178856517747,-0.4917233673994968,0.9062785616636125,0.9052709579835436,0.05524298292671681,-0.883995226910085,-0.6377070235114384,0.8311086378386753,0.2417725755120645,-0.9406999557511125,1.0,0.48346974570749346,0.33303850653364636,0.5345237431317511,0.5067439977335068,-0.5681749354626241,0.8966466267128737,-0.12799172555033816,0.18944484404307987,-0.704734300241087,-0.18317379131111838,0.4824688476160806
Secondary alcohols,-0.27513799738369854,-0.5771983139545924,0.20965459325203128,0.29050540095942606,-0.6466631951188795,-0.6548182261294382,0.19405719763464693,-0.77692137243869,-0.6896311123885928,0.36923373024731654,-0.48608152361252843,-0.5947274837708897,-0.47630214436593776,-0.5258824742431529,0.3999852733995201,0.40466324633450423,0.2433521666417992,0.5670230110749352,0.7179215524599878,0.5554830902732546,0.10630511500808537,-0.5025808498176936,-0.4436563241871938,0.6061523941797402,-0.6318675452841788,-0.3091450592256816,0.37941710287423464,0.2043799820847599,0.6433007305017223,0.2598810142025184,-0.6348535475394729,-0.5748015216422069,0.017425854220856966,-0.5643628397410536,-0.36626338285673193,-0.03982069477858184,-0.28916478973147575,-0.6277986708880412,0.12357479005059918,-0.34659079556869093,-0.052540726066518634,-0.021074483432110748,-0.33339209201099945,-0.23285724565874585,-0.42323552595821484,0.6133495509259329,0.6640899736558926,-0.7166535103123766,-0.5105388725301321,-0.6701285721545188,0.25048130177539824,0.41090664028725826,-0.46052190895337913,0.48346974570749346,1.0,-0.6626698670566111,0.19052036314381776,0.4716349594044212,-0.4549150866880393,0.6124633723181313,-0.260749660056087,0.31935217652847603,-0.3173587168488694,0.10891588350698274,-0.14564762900997394
Sphingomicrobium (g),0.4797911754966497,0.2131065576365005,-0.45459501188616924,-0.45720525093406117,0.10109372507991754,0.8465489807971771,0.3825456589476515,0.07496816663959945,0.9958529967821999,-0.5635053433143646,-0.2302315018829229,0.9642740906503213,0.9346793319860197,0.7514441616279068,0.3926357081679424,-0.2457033561800061,0.29969258757552997,-0.6332957763837902,0.008608063151615835,0.11116232942581031,-0.2929936885956504,0.3988360213351884,-0.0258361357497523,0.16122172358752884,-0.11245826490925176,-0.026593792494965886,0.29556788575778725,-0.1871094838531902,-0.11105105162495785,0.30075966200053517,0.9809346214664193,0.9771124473209614,0.6375659977647671,0.9069882779973956,0.7597284147088122,0.6405969449454224,-0.2844339840062192,-0.03173917806342554,0.5020995511328127,0.8498232499831571,-0.10802078887135716,-0.3492967295769195,-0.09285620167006904,0.33537473381194,-0.015518881952218668,0.1182583265910427,0.06115111472714277,0.8052938367287341,-0.22496968321021651,0.13746606954724339,0.4097243601233264,-0.28600007427785834,-0.31779730252851446,0.33303850653364636,-0.6626698670566111,0.9999999999999999,0.28809100096128293,-0.11933301417874591,-0.030178911062392386,0.11202009612017448,0.15735518958601344,-0.23051071641673634,-0.29741173139374083,-0.3283498998651354,0.5456121084989138
Steroids and steroid derivatives,-0.17744388160637925,-0.6328684582478318,-0.6493806401902363,-0.7937456303211194,-0.8428834684642816,-0.17215383136964352,0.502905790920837,-0.6057934577819272,0.20445354522344897,-0.4448778108669451,-0.6164241911227535,0.19644629168427769,0.6087071675210289,-0.09459036617876199,0.5890075683144701,-0.6358797311159878,0.021559003876673942,-0.031623207550486164,0.6828956246841367,0.13511952194751603,0.4911728080886948,-0.6018190917584466,0.203774872586932,0.5764564563784912,-0.6310675891761517,-0.8914899567698769,0.5705509713688528,-0.7909063425336098,0.7400640293525166,0.7128342831693275,0.2587932147627779,0.17812365331733573,0.6693056544929833,-0.03112422001655877,0.8134693368510914,0.7589138962019852,-0.9625833478317897,-0.8304135653780851,0.21196677391420593,0.050375103869149,-0.8591367598924122,-0.673208008925915,-0.8893994460986184,-0.4951707416684602,-0.7541481354718403,0.727158532339686,0.6871265989130462,-0.3078804257696564,-0.48300973635866845,-0.7494745032768692,0.2703633859196842,-0.19447399241646068,-0.7775058724160056,0.5345237431317511,0.19052036314381782,0.28809100096128293,1.0,0.01563226569497062,-0.9582010575919079,0.7411186840205053,-0.07494691162205525,-0.6994909223633341,-0.9566013983630091,-0.4990601759266231,-0.31923445226756647
Subtype III-U factors,0.6984638054451136,0.2903913779507105,-0.40290056665646534,0.309190913633398,-0.09331183720504858,-0.08163573416240466,0.7951480054797687,-0.3487450429609227,-0.09630352134478724,0.7568416159038263,-0.7383978316127348,0.12749581194993123,-0.1127613419505264,0.4281912780169671,0.6143435383490232,0.31047028872911947,0.873193988227752,-0.43441991981881145,0.3542964521130349,0.8129718725051268,-0.664210840524842,0.38554904676409535,-0.13280358276069215,0.2617485967069522,-0.22092436360903045,0.1438832041459212,0.7808738680684509,0.3238180217758117,-0.057926432287169045,-0.3134332653699542,0.055672817874715064,-0.029512347127204255,0.5239544000364414,-0.09598173942182807,-0.22744327055602084,-0.04248754884675135,-0.28195433084320903,-0.46065474134408335,0.7679146701509152,0.059872319233351276,0.44836061032800417,0.5737747710267185,0.2667246239681581,0.6302825523690375,0.32160689030574846,0.5883513608013928,0.6122719719172248,-0.2241509200503889,-0.11299867699770816,0.013967936316073359,0.8093502023646569,0.9570324831326074,-0.45671721687464334,0.5067439977335068,0.4716349594044212,-0.11933301417874591,0.015632265694970573,1.0,-0.12642212830138302,0.5780401301054638,0.11730935395368872,0.5695790856767099,-0.021726511038617606,0.7435786777556268,0.1566666737891975
TMAO,0.2736169854841529,0.7383872749575201,0.5295301614315742,0.6467012991852662,0.9418688408090923,0.38969741525764295,-0.4784374353124923,0.7392186192753322,0.05424564741266064,0.28295926348167694,0.6604411966915608,0.03842273657489101,-0.3799042027351364,0.2762625960084033,-0.5979145172161412,0.4985998504138172,-0.03843506651406131,-0.14984154290503768,-0.7917872932471586,-0.22854760379777075,-0.5191770926427897,0.715367806589956,-0.11128639091190738,-0.6502063843791959,0.7127168511830465,0.9068108285555547,-0.5887682257129317,0.6919504773424043,-0.8431666047813641,-0.6936129410332683,-0.010963197665793827,0.05464332393194484,-0.5717798750365372,0.24473973292078618,-0.616248335125971,-0.6421416959493833,0.9436928432688053,0.9133359244627092,-0.17290709498323362,0.1172594898782373,0.8149530867774958,0.6023683433386081,0.9009292122514444,0.5525315954962347,0.797706871608489,-0.8027290691857142,-0.7810864881497623,0.5273780302445704,0.53411933070007,0.860695243234677,-0.2641566867239238,0.06678733593902868,0.7972375545019128,-0.5681749354626241,-0.4549150866880393,-0.03017891106239236,-0.9582010575919079,-0.126422128301383,1.0,-0.816547296259249,0.13932395243232792,0.575789842522182,0.9401340786474687,0.41232123014584265,0.3954311915345774
Triacylglycerols,0.1617575056685345,-0.5102421236254636,-0.4928029345283506,-0.29260931626023196,-0.8243847467855865,-0.1588740494602091,0.7892152394986356,-0.8934721149436203,0.05908558596193631,0.007787792929894653,-0.9567129389083101,0.17332640028379684,0.36252792747010854,0.07401665417480394,0.9241632114469652,-0.03812639445362909,0.5831003423202122,-0.049671513408261266,0.9296487680609876,0.7463808373891369,-0.034313604264838406,-0.3267951851647748,-0.2669222994978192,0.8470538363638273,-0.8550806540563748,-0.6013255811552314,0.9045809910538548,-0.2184452308686459,0.7242938529649608,0.5637008277160835,0.16087773570991146,0.13803158390528733,0.7840051844783718,-0.00541820191623079,0.417339049275195,0.6183928396070189,-0.8702400775885683,-0.9781484007587263,0.6531934712909694,0.20395940719775982,-0.35498230377257006,-0.32389075983542065,-0.6122479440967625,-0.04590365332781179,-0.5587904399544422,0.9991976836869542,0.9959203868424606,-0.32747103542361994,-0.7227212983971384,-0.7479446083304682,0.7374354721619331,0.3454761303177179,-0.9716940086601903,0.8966466267128738,0.6124633723181313,0.1120200961201745,0.7411186840205053,0.5780401301054638,-0.8165472962592489,0.9990404382573814,-0.10721581595849106,-0.04292705377381679,-0.8157778280972966,-0.09130226671142587,0.05603302735841199
Tubulinea ( g),0.3015208132799853,0.34815785331711596,-0.24124314436396352,-0.0366876630643725,0.2505916287251691,0.15507556830491712,0.14331212655066333,0.26475201494794953,0.174895949108553,0.14465670267066233,0.009790942798955204,0.20762764781993576,0.09395472648104497,0.2984422749913641,-0.044551197216089966,-0.1393067753864281,0.1121593726285598,-0.36665334631646607,-0.2380556517490157,-0.04611198964471294,-0.19635370325814658,0.29809111816121925,0.24900568812899576,-0.251074295841349,0.2651931904650505,0.15790228615885488,0.0516064448815442,-0.0411936000619145,-0.3138311374958144,-0.27412617945072687,0.20769943641038302,0.13133615354852068,0.10696613110596503,0.09465661093562325,0.04529343469575914,-0.06291118141027387,0.03804136171156858,0.13288428957824971,0.11827326166943902,0.0416745357950931,0.13773073202483316,0.24129458373247623,0.2347707284054272,0.25083146366746256,0.3064341003184321,-0.10677170816913284,-0.11965169226596634,0.13488565699719143,0.2730757049994005,0.3065637862837144,0.08370804860922709,0.15558776860770696,0.10412544135395418,-0.12799172555033822,-0.260749660056087,0.1573551895860134,-0.0749469116220553,0.11730935395368877,0.1393239524323278,-0.10721581595849101,0.15956331353797049,0.000543903152317643,0.15706792365537564,0.23870175140958344,-0.01211555358530748
Tylenchida ( g),0.46497940650851655,0.4101062287507883,0.44294416018875854,0.856845690974548,0.3935673745588861,0.16803232336396406,0.10054263054345727,-0.04740987698641027,-0.16134993045765209,0.6143432270579097,-0.10531470848052994,-0.03362473871188083,-0.4537913541382942,0.27362507188530927,0.13333118726764623,0.9204259708960542,0.6111364069984666,-0.03486278325212709,-0.025712412895882344,0.6079984884871782,-0.7996402753577676,0.5836942930409551,-0.6254960728563028,0.06646144089042573,0.012295244258222105,0.7023515422776336,0.12047335975093881,0.9610833344824127,-0.3378603791587292,-0.42806531354690924,-0.1405887539387154,-0.034177066968627004,-0.12879244758012642,0.1289176247099777,-0.7222496089161794,-0.4253995570442435,0.5082889588622137,0.20787734411143372,0.4156496521683299,0.22741740189899146,0.9096669208163052,0.622061762303814,0.6725618326121579,0.7189311969139944,0.5236726341336129,-0.02077326488621886,0.032212672462563534,0.19310742123884603,-0.08555196062621823,0.33052763299743104,0.41004403908364506,0.6207384925088943,0.10623109358074252,0.18944484404307993,0.31935217652847603,-0.23051071641673637,-0.6994909223633344,0.56957908567671,0.575789842522182,-0.04292705377381678,0.0005439031523175875,1.0000000000000002,0.5438528306811591,0.6067796134631396,0.6079324167048092
Uncharacterized ABC transport system,0.21655659711147535,0.7519736654541177,0.4693296309457045,0.6750405582670918,0.9143725678413237,0.10700583431048609,-0.4802775829146484,0.7756650168713641,-0.2149449195534803,0.5159648708074304,0.67287350366369,-0.20327837501948426,-0.6054767749113603,0.12387582226498599,-0.7010437626408531,0.4029520529785449,-0.10691322291356631,-0.1090471683916542,-0.833722133534184,-0.29571716238931284,-0.4233496779625927,0.6248189355640782,0.088319377312714,-0.7792809520067955,0.8203484087440994,0.8628107507421365,-0.5991488079153942,0.6059370267351478,-0.8645254762516933,-0.8607969761854305,-0.24773428369665917,-0.23911317969856086,-0.6684472383126033,-0.07610904522713097,-0.7628007018394853,-0.8182286256204521,0.9293291705552559,0.8778923151380185,-0.2876142619365497,-0.20170912717307546,0.7919068943560623,0.771204154480794,0.9293906482496017,0.4724739211512724,0.8595436023990616,-0.8067978114356812,-0.7765407225735017,0.2294627488793827,0.7158066844667981,0.8659419497333976,-0.35281729678019114,0.2296191157649553,0.8713559812703114,-0.704734300241087,-0.3173587168488694,-0.29741173139374083,-0.9566013983630092,-0.021726511038617606,0.9401340786474687,-0.8157778280972966,0.1570679236553757,0.5438528306811591,0.9999999999999999,0.5967423739689074,0.10589447694144666
Vitamin B12 transport system,0.6500874367807419,0.728669888612412,-0.1744049480960832,0.5311918647522111,0.49447302547714056,-0.11542889783623758,0.3277955747466006,0.31470960142052656,-0.2660115974588246,0.9566924187965972,-0.1173896828957552,-0.0856192961528128,-0.478896000147822,0.36859124491676853,-0.05194898477381747,0.26529795229859987,0.5026669460563103,-0.47230094566341807,-0.33116259993814534,0.2975335940692768,-0.6556196422963668,0.631800254677178,0.21173433939394165,-0.42707542511722346,0.46534136110730523,0.5633166000402909,0.21094540450174407,0.42705669232083004,-0.6274404636723095,-0.8656517371087092,-0.1494889816432725,-0.2730264130770674,-0.01697986250859308,-0.26940832947700316,-0.5988117631198904,-0.5807963111719245,0.2921291234135789,0.1846837921063832,0.3185807870406861,-0.2574031996182981,0.7241765334654091,0.9705475570799936,0.7584961556729773,0.6949006091399612,0.8145051673785069,-0.08340833191614253,-0.05361793657110073,-0.164005161639074,0.5348437251442275,0.5862477288631677,0.31353651164182633,0.8984046301856604,0.24408432002635733,-0.18317379131111844,0.10891588350698271,-0.32834989986513546,-0.4990601759266232,0.7435786777556269,0.41232123014584265,-0.09130226671142588,0.23870175140958347,0.6067796134631396,0.5967423739689074,0.9999999999999998,-0.049404521031397586
uncultured ( g),0.4758488926944151,0.22205830219473607,0.2637335338835654,0.35507633772894276,0.24962614886394882,0.7661619110618259,0.17979989259029272,-0.13964389024398793,0.5860885366184574,-0.1706799686556292,-0.1863810746521659,0.6118993680699354,0.3401063862656939,0.5829843715017448,0.3989381193937703,0.6776879924528468,0.5787777875832081,-0.2108840050199795,0.12359124594576741,0.5518190862767094,-0.7054677814150845,0.5635763035187303,-0.7645750777445511,0.36254700243494703,-0.267850813214376,0.4548407926229977,0.199639904467502,0.6825457711020684,-0.13339382993417942,0.14791119892478358,0.5415628704347599,0.7089449324349634,0.2658596430045863,0.8346932846492826,0.006439095188842699,0.2290733691446912,0.2225228084333172,0.12171864623320269,0.5895167340743874,0.8926672711802213,0.5395734062978386,-0.029610316621717345,0.2894140741138588,0.630591760284811,0.15587850619696456,0.07928225743700937,0.08429740177561271,0.7915672181418727,-0.47552135675803,0.16231844222509642,0.5266546535959988,0.03429146109349074,-0.19294802504032907,0.4824688476160806,-0.14564762900997394,0.5456121084989138,-0.31923445226756647,0.1566666737891976,0.3954311915345774,0.05603302735841203,-0.012115553585307491,0.6079324167048092,0.10589447694144652,-0.049404521031397586,1.0
